term,estimate,std.error,statistic,p.value
(Intercept),0.2425582083172083,0.039377983188635855,6.159741781473676,1.1022062915766959e-9
targeted_productivity,0.6992922750064188,0.05202800567201644,13.440689605032029,1.2478989986483332e-37
smv,-0.0012414131556428897,5.187792495300432e-4,-2.392950675585951,0.01691987032526486
wip,7.646481502824269e-6,3.5158668477646825e-6,2.174849570223556,0.02990408252896306
incentive,6.773158784838487e-5,3.571330008998819e-5,1.8965367993917939,0.058212684038244075
idle_men,-0.006658320363813757,0.0015498640870121089,-4.296067261388021,1.929959652882931e-5
no_of_style_change,-0.03696439860114026,0.012714625207510056,-2.907234621379698,0.0037369432150058906
